 11 1001.136903 2.690E-25 4.136E-01.04500.250 2586.52980.43-.015890          0 1 0          0 0 0 12  2 10       13  5  9      574426307260713049    25.0   27.0
 11 1002.298719 3.532E-27 4.825E-04.06990.221 2358.30160.680.003240          0 0 0          0 0 0 15  5 10       15  0 15      434426807260713049    93.0   93.0
 11 1003.435551 2.881E-30 1.262E+01.01550.172 5970.92880.070.003870          0 1 0          0 1 0 20  5 16       19  2 17      432230807294713152   123.0  117.0
 11 1003.467183 7.711E-30 1.636E+00.04970.172 5326.98310.51-.018280          0 1 0          0 0 0 18  6 13       19  7 12      474233807260713049   111.0  117.0
 11 1003.567295 2.692E-25 8.131E-04.06710.352 1394.81420.670.002370          0 1 0          0 0 0  6  4  3        7  7  0      574426307260713049    39.0   45.0
 11 1003.689164 8.753E-25 2.735E-04.07220.333 1006.11590.690.001060          0 0 0          0 0 0  9  8  1        8  3  6      564426307260713049    57.0   51.0
 11 1004.029738 3.760E-29 5.210E-06.06520.298 2054.36870.64-.009480          0 1 0          0 0 0 10  2  8       10  7  3      574233807260713049    21.0   21.0
 11 1004.085442 1.738E-28 3.874E-04.04810.235 2918.24500.530.000230          0 0 0          0 0 0 14 10  5       14  5 10      434233807260713049    87.0   87.0
 11 1004.127460 3.785E-29 2.259E+00.05660.221 5015.70400.54-.006070          0 2 0          0 1 0 14  4 11       15  5 10      434233807294713152    87.0   93.0
 11 1004.351339 9.024E-26 8.189E-04.06870.352 1394.81420.680.003040          0 1 0          0 0 0  6  4  2        7  7  1      574426307260713049    13.0   15.0
 11 1004.446519 2.947E-25 1.339E-05.08230.352  586.24350.710.003120          0 0 0          0 0 0  8  7  2        7  0  7      764426307260713049    51.0   45.0
 11 1004.865314 1.563E-29 1.659E+01.01740.150 5471.96630.120.000970          0 0 0          0 0 0 22  5 17       21  4 18      344233803260713049    45.0   43.0
 11 1005.122258 1.809E-29 3.258E-07.07770.333 1590.69070.70-.004560          0 1 0          0 0 0  8  2  6        8  7  1      572230807260713049    17.0   17.0
 11 1007.239175 5.777E-25 1.550E-01.06510.265 2433.80040.61-.015730          0 1 0          0 0 0 11  3  8       12  6  7      574426307260713049    69.0   75.0
 11 1007.562287 3.474E-30 2.888E-03.05640.315 4068.70380.51-.001330          1 0 0          0 2 0 10  3  8        9  0  9      532230807294713152    63.0   57.0
 11 1007.810171 1.251E-28 1.967E-06.07190.315 1810.58790.67-.006840          0 1 0          0 0 0  9  2  7        9  7  2      574233807260713049    57.0   57.0
 11 1008.647594 1.401E-26 2.114E+00.03130.208 3822.24630.290.002480          0 0 0          0 0 0 17  9  8       16  6 11      464426807260713049   105.0   99.0
 11 1009.486983 1.022E-27 1.081E+01.01460.161 4738.63370.060.002790          0 0 0          0 0 0 21  4 17       20  3 18      474223803360713049   129.0  123.0
